Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,5850.000000,5975.000000,5850.000000,5875.000000,5296.430664,40671600
2023-03-24,5925.000000,6000.000000,5900.000000,5950.000000,5364.044922,60721800
2023-03-27,5950.000000,5975.000000,5875.000000,5875.000000,5296.430664,32493100
2023-03-28,5900.000000,5925.000000,5850.000000,5850.000000,5273.892578,42944400
2023-03-29,5850.000000,6050.000000,5850.000000,5950.000000,5364.044922,81945000
2023-03-30,5975.000000,5975.000000,5900.000000,5900.000000,5318.968262,40174400
2023-03-31,5950.000000,6025.000000,5925.000000,6000.000000,5409.120605,40364100
2023-04-03,6050.000000,6100.000000,5975.000000,6000.000000,5409.120605,44636200
2023-04-04,6025.000000,6050.000000,5950.000000,6025.000000,5431.658203,35612700
2023-04-05,6025.000000,6050.000000,5975.000000,6000.000000,5409.120605,27556300
2023-04-06,6000.000000,6000.000000,5925.000000,5925.000000,5341.506348,32964500
2023-04-10,5950.000000,5975.000000,5875.000000,5975.000000,5386.582520,40039500
2023-04-11,5950.000000,6100.000000,5925.000000,6075.000000,5476.734863,37545800
2023-04-12,6150.000000,6300.000000,6125.000000,6250.000000,5634.500488,126817700
2023-04-13,6225.000000,6275.000000,6175.000000,6250.000000,5634.500488,35138600
2023-04-14,6275.000000,6300.000000,6200.000000,6200.000000,5589.424316,45556300
2023-04-17,6200.000000,6275.000000,6200.000000,6225.000000,5611.962891,33965200
2023-04-18,6275.000000,6475.000000,6275.000000,6425.000000,5792.266602,101792500
2023-04-26,6625.000000,6700.000000,6500.000000,6700.000000,6040.184570,182919200
2023-04-27,6675.000000,6725.000000,6625.000000,6700.000000,6040.184570,45762900
2023-04-28,6700.000000,6750.000000,6675.000000,6750.000000,6085.260742,64976400
2023-05-02,6775.000000,6775.000000,6600.000000,6675.000000,6017.646484,62972600
2023-05-03,6700.000000,6725.000000,6550.000000,6625.000000,5972.570801,106341300
2023-05-04,6600.000000,6625.000000,6550.000000,6600.000000,5950.032227,132167800
2023-05-05,6150.000000,6150.000000,6150.000000,6150.000000,6050.380371,82270600
2023-05-08,6150.000000,6175.000000,6050.000000,6125.000000,6025.785156,95087500
2023-05-09,6125.000000,6325.000000,6075.000000,6325.000000,6222.545410,96938100
2023-05-10,6350.000000,6425.000000,6300.000000,6325.000000,6222.545410,52404700
2023-05-11,6350.000000,6350.000000,6175.000000,6250.000000,6148.760254,39596900
2023-05-12,6225.000000,6275.000000,6175.000000,6225.000000,6124.165527,67576500
2023-05-15,6275.000000,6350.000000,6175.000000,6350.000000,6247.140625,42039400
2023-05-16,6350.000000,6400.000000,6250.000000,6275.000000,6173.355469,19445400
2023-05-17,6350.000000,6350.000000,6275.000000,6325.000000,6222.545410,29480000
2023-05-19,6400.000000,6550.000000,6350.000000,6475.000000,6370.115723,75548600
2023-05-22,6525.000000,6650.000000,6425.000000,6600.000000,6493.090820,63793800
2023-05-23,6600.000000,6650.000000,6550.000000,6600.000000,6493.090820,49261900
2023-05-24,6575.000000,6675.000000,6500.000000,6675.000000,6566.875977,54136600
2023-05-25,6700.000000,6700.000000,6525.000000,6600.000000,6493.090820,43564900
2023-05-26,6600.000000,6600.000000,6525.000000,6600.000000,6493.090820,25356200
2023-05-29,6625.000000,6625.000000,6475.000000,6600.000000,6493.090820,27939400
2023-05-30,6575.000000,6600.000000,6500.000000,6500.000000,6394.710938,23340800
2023-05-31,6500.000000,6600.000000,6450.000000,6450.000000,6345.520508,154796300
2023-06-05,6525.000000,7000.000000,6500.000000,6825.000000,6714.446289,200252000
2023-06-06,6800.000000,6925.000000,6750.000000,6800.000000,6689.851074,65282100
2023-06-07,6800.000000,6850.000000,6675.000000,6800.000000,6689.851074,81991400
2023-06-08,6725.000000,6775.000000,6700.000000,6775.000000,6665.256348,32704900
2023-06-09,6750.000000,6800.000000,6700.000000,6800.000000,6689.851074,24893400
2023-06-12,6800.000000,6800.000000,6675.000000,6775.000000,6665.256348,37558000
2023-06-13,6775.000000,6825.000000,6750.000000,6750.000000,6640.661133,23911800
2023-06-14,6750.000000,6900.000000,6750.000000,6900.000000,6788.231445,34146100
2023-06-15,6900.000000,6900.000000,6825.000000,6875.000000,6763.636230,16414000
2023-06-16,6850.000000,6875.000000,6775.000000,6850.000000,6739.041504,63892800
2023-06-19,6800.000000,6875.000000,6775.000000,6875.000000,6763.636230,12514200
2023-06-20,6825.000000,6850.000000,6775.000000,6800.000000,6689.851074,24394300
2023-06-21,6775.000000,6975.000000,6750.000000,6925.000000,6812.826660,37629300
2023-06-22,6875.000000,6900.000000,6775.000000,6775.000000,6665.256348,51199300
2023-06-23,6775.000000,6825.000000,6700.000000,6775.000000,6665.256348,32156800
2023-06-26,6800.000000,6900.000000,6775.000000,6800.000000,6689.851074,31726400
2023-06-27,6800.000000,6850.000000,6775.000000,6775.000000,6665.256348,36422700
2023-07-03,6775.000000,6825.000000,6750.000000,6825.000000,6714.446289,37348600
2023-07-04,6825.000000,6825.000000,6700.000000,6775.000000,6665.256348,20047800
2023-07-05,6775.000000,6775.000000,6700.000000,6775.000000,6665.256348,34751800
2023-07-06,6775.000000,6800.000000,6750.000000,6800.000000,6689.851074,35473800
2023-07-07,6775.000000,6825.000000,6750.000000,6825.000000,6714.446289,28755500
2023-07-10,6825.000000,6825.000000,6775.000000,6775.000000,6665.256348,15301300
2023-07-11,6775.000000,6800.000000,6750.000000,6800.000000,6689.851074,32949200
2023-07-12,6775.000000,6825.000000,6750.000000,6775.000000,6665.256348,29210200
2023-07-13,6775.000000,6825.000000,6750.000000,6800.000000,6689.851074,31298400
2023-07-14,6775.000000,6825.000000,6700.000000,6750.000000,6640.661133,56060600
2023-07-17,6750.000000,6775.000000,6675.000000,6675.000000,6566.875977,41698600
2023-07-18,6675.000000,6700.000000,6475.000000,6575.000000,6468.496094,68904700
2023-07-20,6575.000000,6575.000000,6450.000000,6525.000000,6419.305664,64069100
2023-07-21,6500.000000,6525.000000,6375.000000,6450.000000,6345.520508,64037700
2023-07-24,6400.000000,6600.000000,6400.000000,6550.000000,6443.900879,40830500
2023-07-25,6600.000000,6625.000000,6500.000000,6500.000000,6394.710938,23958900
2023-07-26,6575.000000,6625.000000,6500.000000,6600.000000,6493.090820,38599800
2023-07-27,6600.000000,6600.000000,6500.000000,6525.000000,6419.305664,27816700
2023-07-28,6500.000000,6625.000000,6475.000000,6625.000000,6517.686035,28288300
2023-07-31,6750.000000,6950.000000,6725.000000,6850.000000,6739.041504,87828900
2023-08-01,6875.000000,6900.000000,6800.000000,6875.000000,6763.636230,29425300
2023-08-02,6825.000000,6850.000000,6775.000000,6850.000000,6739.041504,29463700
2023-08-03,6800.000000,6900.000000,6775.000000,6825.000000,6714.446289,29272000
2023-08-04,6825.000000,6850.000000,6750.000000,6800.000000,6689.851074,16646300
2023-08-07,6825.000000,6900.000000,6750.000000,6875.000000,6763.636230,32608000
2023-08-08,6850.000000,6900.000000,6825.000000,6850.000000,6739.041504,16515100
2023-08-09,6850.000000,6875.000000,6825.000000,6875.000000,6763.636230,13781700
2023-08-10,6850.000000,6875.000000,6750.000000,6750.000000,6640.661133,32076700
2023-08-11,6750.000000,6775.000000,6650.000000,6750.000000,6640.661133,42320900
2023-08-14,6700.000000,6800.000000,6700.000000,6800.000000,6689.851074,27616200
2023-08-15,6725.000000,6775.000000,6675.000000,6725.000000,6616.066406,32385400
2023-08-16,6675.000000,6750.000000,6650.000000,6750.000000,6640.661133,24913200
2023-08-18,6675.000000,6700.000000,6500.000000,6525.000000,6419.305664,69001300
2023-08-21,6525.000000,6550.000000,6425.000000,6475.000000,6370.115723,34702500
2023-08-22,6450.000000,6600.000000,6450.000000,6550.000000,6443.900879,37704700
2023-08-23,6550.000000,6600.000000,6525.000000,6550.000000,6443.900879,27624900
2023-08-24,6550.000000,6600.000000,6475.000000,6475.000000,6370.115723,33278500
2023-08-25,6475.000000,6500.000000,6400.000000,6450.000000,6345.520508,35673300
2023-08-28,6500.000000,6500.000000,6400.000000,6425.000000,6320.925781,14871100
2023-08-29,6450.000000,6450.000000,6375.000000,6400.000000,6296.330566,29937800
2023-08-30,6450.000000,6525.000000,6400.000000,6450.000000,6345.520508,41993300
2023-08-31,6450.000000,6475.000000,6400.000000,6450.000000,6345.520508,44502000
2023-09-01,6475.000000,6575.000000,6475.000000,6550.000000,6443.900879,26069500
2023-09-04,6575.000000,6600.000000,6525.000000,6600.000000,6493.090820,17384000
2023-09-05,6600.000000,6650.000000,6550.000000,6600.000000,6493.090820,23070700
2023-09-06,6575.000000,6625.000000,6525.000000,6525.000000,6419.305664,18421300
2023-09-07,6475.000000,6500.000000,6350.000000,6400.000000,6296.330566,49921600
2023-09-08,6450.000000,6450.000000,6350.000000,6400.000000,6296.330566,32416900
2023-09-11,6400.000000,6425.000000,6300.000000,6375.000000,6271.735840,33422100
2023-09-12,6375.000000,6375.000000,6300.000000,6300.000000,6197.950684,30225600
2023-09-13,6325.000000,6325.000000,6225.000000,6300.000000,6197.950684,40040900
2023-09-14,6325.000000,6375.000000,6250.000000,6325.000000,6222.545410,40259300
2023-09-15,6250.000000,6325.000000,6200.000000,6300.000000,6197.950684,132198700
2023-09-18,6275.000000,6325.000000,6250.000000,6300.000000,6197.950684,35517300
2023-09-19,6300.000000,6375.000000,6275.000000,6350.000000,6247.140625,31439200
2023-09-20,6350.000000,6400.000000,6300.000000,6300.000000,6197.950684,39764900
2023-09-21,6300.000000,6325.000000,6200.000000,6200.000000,6099.570313,46231100
2023-09-22,6200.000000,6275.000000,6175.000000,6200.000000,6099.570313,30610900
2023-09-25,6225.000000,6275.000000,6200.000000,6250.000000,6148.760254,32700500
2023-09-26,6225.000000,6300.000000,6200.000000,6200.000000,6099.570313,43217400
2023-09-27,6200.000000,6250.000000,6125.000000,6150.000000,6050.380371,31688400
2023-09-29,6250.000000,6275.000000,6200.000000,6225.000000,6124.165527,20902300
2023-10-02,6275.000000,6350.000000,6250.000000,6275.000000,6173.355469,23884400
2023-10-03,6275.000000,6275.000000,6200.000000,6200.000000,6099.570313,25350100
2023-10-04,6175.000000,6200.000000,6050.000000,6075.000000,5976.595215,55496200
2023-10-05,6125.000000,6175.000000,6025.000000,6025.000000,5927.404785,55924900
2023-10-06,6050.000000,6150.000000,6050.000000,6075.000000,5976.595215,18104300
2023-10-09,6150.000000,6225.000000,6100.000000,6125.000000,6025.785156,43718300
2023-10-10,6175.000000,6175.000000,6050.000000,6050.000000,5952.000000,36797700
2023-10-11,6075.000000,6125.000000,6050.000000,6050.000000,5952.000000,45959600
2023-10-12,6000.000000,6025.000000,5950.000000,5950.000000,5950.000000,71954600
2023-10-13,6000.000000,6025.000000,5950.000000,5975.000000,5975.000000,32794800
2023-10-16,5925.000000,5975.000000,5825.000000,5850.000000,5850.000000,52414600
2023-10-17,5875.000000,5925.000000,5850.000000,5850.000000,5850.000000,40295600
2023-10-18,5850.000000,6000.000000,5825.000000,5825.000000,5825.000000,53751300
2023-10-19,5825.000000,5850.000000,5700.000000,5725.000000,5725.000000,60258300
2023-10-20,5675.000000,5750.000000,5650.000000,5700.000000,5700.000000,56606100
2023-10-23,5725.000000,5750.000000,5600.000000,5600.000000,5600.000000,57516800
2023-10-24,5600.000000,5850.000000,5600.000000,5800.000000,5800.000000,57283100
2023-10-25,5825.000000,5925.000000,5775.000000,5775.000000,5775.000000,51542400
2023-10-26,5775.000000,5800.000000,5675.000000,5725.000000,5725.000000,18969800
2023-10-27,5750.000000,5775.000000,5725.000000,5725.000000,5725.000000,35328800
2023-10-30,5750.000000,5825.000000,5675.000000,5800.000000,5800.000000,17820800
2023-10-31,5850.000000,5900.000000,5775.000000,5775.000000,5775.000000,46118000
2023-11-01,5900.000000,6000.000000,5800.000000,5800.000000,5800.000000,91836500
2023-11-02,5850.000000,5900.000000,5800.000000,5800.000000,5800.000000,46166200
2023-11-03,5850.000000,5925.000000,5825.000000,5900.000000,5900.000000,43395900
2023-11-06,5925.000000,5950.000000,5900.000000,5925.000000,5925.000000,29757300
2023-11-07,
